Array Size,Time (s),Memory (KB)
100,0.00010585784912109375,0.0
1000,0.001516580581665039,0.0
10000,0.021147489547729492,0.0
100000,0.2619321346282959,0.0
1000000,3.3995769023895264,0.0
10000000,44.26411986351013,0.0
