Array Size,Time (s),Memory (KB)
100,0.00014328956604003906,0.0
1000,0.002290964126586914,0.3125
10000,0.04009819030761719,0.5625
100000,0.597806453704834,0.75
1000000,11.343632221221924,0.9375
10000000,147.06011366844177,1.1875
